time,tc,temp
2017-09-28 11:45:19-07:00,109,297.293
2017-09-28 11:45:19-07:00,110,297.317
2017-09-28 11:45:19-07:00,111,296.91
2017-09-28 11:45:19-07:00,112,296.815
2017-09-28 11:45:19-07:00,113,297.023
2017-09-28 11:45:19-07:00,114,296.926
2017-09-28 11:45:19-07:00,115,297.404
2017-09-28 11:45:19-07:00,116,296.673
2017-09-28 11:45:19-07:00,117,296.83
2017-09-28 11:45:19-07:00,118,296.593
2017-09-28 11:45:19-07:00,119,296.827
2017-09-28 11:45:19-07:00,120,296.905
2017-09-28 11:45:30-07:00,1,299.804
2017-09-28 11:45:30-07:00,2,300.493
2017-09-28 11:45:30-07:00,3,298.958
2017-09-28 11:45:30-07:00,4,299.285
2017-09-28 11:45:30-07:00,5,299.905
2017-09-28 11:45:30-07:00,6,296.63
2017-09-28 11:45:30-07:00,8,296.928
2017-09-28 11:45:30-07:00,76,296.411
2017-09-28 11:45:30-07:00,77,296.621
2017-09-28 11:45:30-07:00,78,296.455
2017-09-28 11:45:30-07:00,79,296.629
2017-09-28 11:45:30-07:00,80,296.571
2017-09-28 11:45:30-07:00,81,296.388
2017-09-28 11:45:30-07:00,82,296.373
2017-09-28 11:45:30-07:00,83,296.412
2017-09-28 11:45:30-07:00,84,296.383
2017-09-28 11:45:30-07:00,85,294.224
2017-09-28 11:45:30-07:00,86,294.413
2017-09-28 11:45:30-07:00,87,294.35
2017-09-28 11:45:30-07:00,88,294.439
2017-09-28 11:45:30-07:00,91,294.56
2017-09-28 11:45:30-07:00,92,294.56
2017-09-28 11:45:30-07:00,93,297.162
2017-09-28 11:45:30-07:00,96,296.721
2017-09-28 11:45:30-07:00,97,296.951
2017-09-28 11:45:30-07:00,98,296.574
2017-09-28 11:45:30-07:00,99,297.122
2017-09-28 11:45:30-07:00,101,296.446
2017-09-28 11:45:30-07:00,102,296.772
2017-09-28 11:45:30-07:00,103,296.663
2017-09-28 11:45:30-07:00,104,296.613
2017-09-28 11:45:30-07:00,105,296.987
2017-09-28 11:45:30-07:00,106,296.741
2017-09-28 11:45:30-07:00,107,297.076
2017-09-28 11:45:30-07:00,108,296.738
2017-09-28 11:45:30-07:00,109,297.284
2017-09-28 11:45:30-07:00,110,297.31
2017-09-28 11:45:30-07:00,111,296.888
2017-09-28 11:45:30-07:00,112,296.832
2017-09-28 11:45:30-07:00,113,297.016
2017-09-28 11:45:30-07:00,114,296.951
2017-09-28 11:45:30-07:00,115,297.43
2017-09-28 11:45:30-07:00,116,296.67
2017-09-28 11:45:30-07:00,117,296.808
2017-09-28 11:45:30-07:00,118,296.608
2017-09-28 11:45:30-07:00,119,296.835
2017-09-28 11:45:30-07:00,120,296.873
2017-09-28 11:45:40-07:00,1,299.841
2017-09-28 11:45:40-07:00,2,300.504
2017-09-28 11:45:40-07:00,3,298.995
2017-09-28 11:45:40-07:00,4,299.275
2017-09-28 11:45:40-07:00,5,299.926
2017-09-28 11:45:40-07:00,6,296.642
2017-09-28 11:45:40-07:00,8,296.932
2017-09-28 11:45:40-07:00,76,296.419
2017-09-28 11:45:40-07:00,77,296.634
2017-09-28 11:45:40-07:00,78,296.456
2017-09-28 11:45:40-07:00,79,296.642
2017-09-28 11:45:40-07:00,80,296.576
2017-09-28 11:45:40-07:00,81,296.424
2017-09-28 11:45:40-07:00,82,296.366
2017-09-28 11:45:40-07:00,83,296.405
2017-09-28 11:45:40-07:00,84,296.364
2017-09-28 11:45:40-07:00,85,294.224
2017-09-28 11:45:40-07:00,86,294.41
2017-09-28 11:45:40-07:00,87,294.371
2017-09-28 11:45:40-07:00,88,294.415
2017-09-28 11:45:40-07:00,91,294.557
2017-09-28 11:45:40-07:00,92,294.545
2017-09-28 11:45:40-07:00,93,297.159
2017-09-28 11:45:40-07:00,96,296.726
2017-09-28 11:45:40-07:00,97,296.914
2017-09-28 11:45:40-07:00,98,296.598
2017-09-28 11:45:40-07:00,99,297.115
2017-09-28 11:45:40-07:00,101,296.446
2017-09-28 11:45:40-07:00,102,296.762
2017-09-28 11:45:40-07:00,103,296.673
2017-09-28 11:45:40-07:00,104,296.639
2017-09-28 11:45:40-07:00,105,296.999
2017-09-28 11:45:40-07:00,106,296.743
2017-09-28 11:45:40-07:00,107,297.074
2017-09-28 11:45:40-07:00,108,296.757
2017-09-28 11:45:40-07:00,109,297.272
2017-09-28 11:45:40-07:00,110,297.291
2017-09-28 11:45:40-07:00,111,296.912
2017-09-28 11:45:40-07:00,112,296.825
2017-09-28 11:45:40-07:00,113,297.006
2017-09-28 11:45:40-07:00,114,296.955
2017-09-28 11:45:40-07:00,115,297.42
2017-09-28 11:45:40-07:00,116,296.685
2017-09-28 11:45:40-07:00,117,296.83
2017-09-28 11:45:40-07:00,118,296.596
2017-09-28 11:45:40-07:00,119,296.842
2017-09-28 11:45:40-07:00,120,296.888
2017-09-28 11:45:50-07:00,1,299.804
2017-09-28 11:45:50-07:00,2,300.474
2017-09-28 11:45:50-07:00,3,298.986
2017-09-28 11:45:50-07:00,4,299.266
2017-09-28 11:45:50-07:00,5,299.912
2017-09-28 11:45:50-07:00,6,296.633
2017-09-28 11:45:50-07:00,8,296.908
2017-09-28 11:45:50-07:00,76,296.415
2017-09-28 11:45:50-07:00,77,296.622
2017-09-28 11:45:50-07:00,78,296.47
2017-09-28 11:45:50-07:00,79,296.639
2017-09-28 11:45:50-07:00,80,296.576
2017-09-28 11:45:50-07:00,81,296.417
2017-09-28 11:45:50-07:00,82,296.376
2017-09-28 11:45:50-07:00,83,296.431
2017-09-28 11:45:50-07:00,84,296.378
2017-09-28 11:45:50-07:00,85,294.243
2017-09-28 11:45:50-07:00,86,294.396
2017-09-28 11:45:50-07:00,87,294.364
2017-09-28 11:45:50-07:00,88,294.41
2017-09-28 11:45:50-07:00,91,294.562
2017-09-28 11:45:50-07:00,92,294.548
2017-09-28 11:45:50-07:00,93,297.162
2017-09-28 11:45:50-07:00,96,296.721
2017-09-28 11:45:50-07:00,97,296.917
2017-09-28 11:45:50-07:00,98,296.6
2017-09-28 11:45:50-07:00,99,297.119
2017-09-28 11:45:50-07:00,101,296.443
2017-09-28 11:45:50-07:00,102,296.77
2017-09-28 11:45:50-07:00,103,296.685
2017-09-28 11:45:50-07:00,104,296.632
2017-09-28 11:45:50-07:00,105,297.004
2017-09-28 11:45:50-07:00,106,296.748
2017-09-28 11:45:50-07:00,107,297.071
2017-09-28 11:45:50-07:00,108,296.755
2017-09-28 11:45:50-07:00,109,297.27
2017-09-28 11:45:50-07:00,110,297.296
2017-09-28 11:45:50-07:00,111,296.912
2017-09-28 11:45:50-07:00,112,296.813
2017-09-28 11:45:50-07:00,113,297.028
2017-09-28 11:45:50-07:00,114,296.948
2017-09-28 11:45:50-07:00,115,297.413
2017-09-28 11:45:50-07:00,116,296.666
2017-09-28 11:45:50-07:00,117,296.818
2017-09-28 11:45:50-07:00,118,296.615
2017-09-28 11:45:50-07:00,119,296.827
2017-09-28 11:45:50-07:00,120,296.888
2017-09-28 11:46:01-07:00,1,299.814
2017-09-28 11:46:01-07:00,2,300.472
2017-09-28 11:46:01-07:00,3,298.982
2017-09-28 11:46:01-07:00,4,299.274
2017-09-28 11:46:01-07:00,5,299.899
2017-09-28 11:46:01-07:00,6,296.641
2017-09-28 11:46:01-07:00,8,296.916
2017-09-28 11:46:01-07:00,76,296.439
2017-09-28 11:46:01-07:00,77,296.629
2017-09-28 11:46:01-07:00,78,296.456
2017-09-28 11:46:01-07:00,79,296.639
2017-09-28 11:46:01-07:00,80,296.591
2017-09-28 11:46:01-07:00,81,296.405
2017-09-28 11:46:01-07:00,82,296.371
2017-09-28 11:46:01-07:00,83,296.41
2017-09-28 11:46:01-07:00,84,296.373
2017-09-28 11:46:01-07:00,85,294.207
2017-09-28 11:46:01-07:00,86,294.415
2017-09-28 11:46:01-07:00,87,294.352
2017-09-28 11:46:01-07:00,88,294.422
2017-09-28 11:46:01-07:00,91,294.572
2017-09-28 11:46:01-07:00,92,294.545
2017-09-28 11:46:01-07:00,93,297.164
2017-09-28 11:46:01-07:00,96,296.697
2017-09-28 11:46:01-07:00,97,296.946
2017-09-28 11:46:01-07:00,98,296.584
2017-09-28 11:46:01-07:00,99,297.098
2017-09-28 11:46:01-07:00,101,296.431
2017-09-28 11:46:01-07:00,102,296.755
2017-09-28 11:46:01-07:00,103,296.67
2017-09-28 11:46:01-07:00,104,296.608
2017-09-28 11:46:01-07:00,105,297.011
2017-09-28 11:46:01-07:00,106,296.748
2017-09-28 11:46:01-07:00,107,297.057
2017-09-28 11:46:01-07:00,108,296.753
2017-09-28 11:46:01-07:00,109,297.279
2017-09-28 11:46:01-07:00,110,297.296
2017-09-28 11:46:01-07:00,111,296.878
2017-09-28 11:46:01-07:00,112,296.827
2017-09-28 11:46:01-07:00,113,297.001
2017-09-28 11:46:01-07:00,114,296.939
2017-09-28 11:46:01-07:00,115,297.413
2017-09-28 11:46:01-07:00,116,296.661
2017-09-28 11:46:01-07:00,117,296.803
2017-09-28 11:46:01-07:00,118,296.593
2017-09-28 11:46:01-07:00,119,296.808
2017-09-28 11:46:01-07:00,120,296.902
2017-09-28 11:46:12-07:00,1,299.815
2017-09-28 11:46:12-07:00,2,300.497
2017-09-28 11:46:12-07:00,3,298.974
2017-09-28 11:46:12-07:00,4,299.277
2017-09-28 11:46:12-07:00,5,299.933
2017-09-28 11:46:12-07:00,6,296.635
2017-09-28 11:46:12-07:00,8,296.934
2017-09-28 11:46:12-07:00,76,296.415
2017-09-28 11:46:12-07:00,77,296.635
2017-09-28 11:46:12-07:00,78,296.461
2017-09-28 11:46:12-07:00,79,296.623
2017-09-28 11:46:12-07:00,80,296.596
2017-09-28 11:46:12-07:00,81,296.417
2017-09-28 11:46:12-07:00,82,296.354
2017-09-28 11:46:12-07:00,83,296.395
2017-09-28 11:46:12-07:00,84,296.366
2017-09-28 11:46:12-07:00,85,294.212
2017-09-28 11:46:12-07:00,86,294.417
2017-09-28 11:46:12-07:00,87,294.345
2017-09-28 11:46:12-07:00,88,294.415
2017-09-28 11:46:12-07:00,91,294.562
2017-09-28 11:46:12-07:00,92,294.555
2017-09-28 11:46:12-07:00,93,297.15
2017-09-28 11:46:12-07:00,96,296.69
2017-09-28 11:46:12-07:00,97,296.943
2017-09-28 11:46:12-07:00,98,296.588
2017-09-28 11:46:12-07:00,99,297.14
2017-09-28 11:46:12-07:00,101,296.448
2017-09-28 11:46:12-07:00,102,296.779
2017-09-28 11:46:12-07:00,103,296.67
2017-09-28 11:46:12-07:00,104,296.629
2017-09-28 11:46:12-07:00,105,297.004
2017-09-28 11:46:12-07:00,106,296.741
2017-09-28 11:46:12-07:00,107,297.081
2017-09-28 11:46:12-07:00,108,296.75
2017-09-28 11:46:12-07:00,109,297.286
2017-09-28 11:46:12-07:00,110,297.305
2017-09-28 11:46:12-07:00,111,296.883
2017-09-28 11:46:12-07:00,112,296.823
2017-09-28 11:46:12-07:00,113,297.013
2017-09-28 11:46:12-07:00,114,296.953
2017-09-28 11:46:12-07:00,115,297.399
2017-09-28 11:46:12-07:00,116,296.651
2017-09-28 11:46:12-07:00,117,296.815
2017-09-28 11:46:12-07:00,118,296.574
2017-09-28 11:46:12-07:00,119,296.832
2017-09-28 11:46:12-07:00,120,296.89
2017-09-28 11:46:22-07:00,1,299.822
2017-09-28 11:46:22-07:00,2,300.499
2017-09-28 11:46:22-07:00,3,298.99
2017-09-28 11:46:22-07:00,4,299.275
2017-09-28 11:46:22-07:00,5,299.914
2017-09-28 11:46:22-07:00,6,296.664
2017-09-28 11:46:22-07:00,8,296.941
2017-09-28 11:46:22-07:00,76,296.405
2017-09-28 11:46:22-07:00,77,296.637
2017-09-28 11:46:22-07:00,78,296.453
2017-09-28 11:46:22-07:00,79,296.613
2017-09-28 11:46:22-07:00,80,296.603
2017-09-28 11:46:22-07:00,81,296.422
2017-09-28 11:46:22-07:00,82,296.359
2017-09-28 11:46:22-07:00,83,296.405
2017-09-28 11:46:22-07:00,84,296.364
2017-09-28 11:46:22-07:00,85,294.2
2017-09-28 11:46:22-07:00,86,294.413
2017-09-28 11:46:22-07:00,87,294.345
2017-09-28 11:46:22-07:00,88,294.42
2017-09-28 11:46:22-07:00,91,294.531
2017-09-28 11:46:22-07:00,92,294.569
2017-09-28 11:46:22-07:00,93,297.166
2017-09-28 11:46:22-07:00,96,296.695
2017-09-28 11:46:22-07:00,97,296.941
2017-09-28 11:46:22-07:00,98,296.574
2017-09-28 11:46:22-07:00,99,297.11
2017-09-28 11:46:22-07:00,101,296.441
2017-09-28 11:46:22-07:00,102,296.753
2017-09-28 11:46:22-07:00,103,296.69
2017-09-28 11:46:22-07:00,104,296.632
2017-09-28 11:46:22-07:00,105,296.992
2017-09-28 11:46:22-07:00,106,296.733
2017-09-28 11:46:22-07:00,107,297.096
2017-09-28 11:46:22-07:00,108,296.762
2017-09-28 11:46:22-07:00,109,297.267
2017-09-28 11:46:22-07:00,110,297.296
2017-09-28 11:46:22-07:00,111,296.89
2017-09-28 11:46:22-07:00,112,296.803
2017-09-28 11:46:22-07:00,113,297.013
2017-09-28 11:46:22-07:00,114,296.939
2017-09-28 11:46:22-07:00,115,297.411
2017-09-28 11:46:22-07:00,116,296.697
2017-09-28 11:46:22-07:00,117,296.827
2017-09-28 11:46:22-07:00,118,296.61
2017-09-28 11:46:22-07:00,119,296.823
2017-09-28 11:46:22-07:00,120,296.893
2017-09-28 11:46:33-07:00,1,299.811
2017-09-28 11:46:33-07:00,2,300.497
2017-09-28 11:46:33-07:00,3,298.976
2017-09-28 11:46:33-07:00,4,299.289
2017-09-28 11:46:33-07:00,5,299.93
2017-09-28 11:46:33-07:00,6,296.639
2017-09-28 11:46:33-07:00,8,296.912
2017-09-28 11:46:33-07:00,76,296.43
2017-09-28 11:46:33-07:00,77,296.623
2017-09-28 11:46:33-07:00,78,296.444
2017-09-28 11:46:33-07:00,79,296.647
2017-09-28 11:46:33-07:00,80,296.611
2017-09-28 11:46:33-07:00,81,296.402
2017-09-28 11:46:33-07:00,82,296.354
2017-09-28 11:46:33-07:00,83,296.405
2017-09-28 11:46:33-07:00,84,296.354
2017-09-28 11:46:33-07:00,85,294.212
2017-09-28 11:46:33-07:00,86,294.405
2017-09-28 11:46:33-07:00,87,294.352
2017-09-28 11:46:33-07:00,88,294.403
2017-09-28 11:46:33-07:00,91,294.545
2017-09-28 11:46:33-07:00,92,294.548
2017-09-28 11:46:33-07:00,93,297.136
2017-09-28 11:46:33-07:00,96,296.68
2017-09-28 11:46:33-07:00,97,296.922
2017-09-28 11:46:33-07:00,98,296.571
2017-09-28 11:46:33-07:00,99,297.126
2017-09-28 11:46:33-07:00,101,296.458
2017-09-28 11:46:33-07:00,102,296.75
2017-09-28 11:46:33-07:00,103,296.668
2017-09-28 11:46:33-07:00,104,296.637
2017-09-28 11:46:33-07:00,105,296.984
2017-09-28 11:46:33-07:00,106,296.733
2017-09-28 11:46:33-07:00,107,297.067
2017-09-28 11:46:33-07:00,108,296.741
2017-09-28 11:46:33-07:00,109,297.272
2017-09-28 11:46:33-07:00,110,297.291
2017-09-28 11:46:33-07:00,111,296.878
2017-09-28 11:46:33-07:00,112,296.844
2017-09-28 11:46:33-07:00,113,297.028
2017-09-28 11:46:33-07:00,114,296.936
2017-09-28 11:46:33-07:00,115,297.42
2017-09-28 11:46:33-07:00,116,296.67
2017-09-28 11:46:33-07:00,117,296.832
2017-09-28 11:46:33-07:00,118,296.596
2017-09-28 11:46:33-07:00,119,296.818
2017-09-28 11:46:33-07:00,120,296.895
2017-09-28 11:46:43-07:00,1,299.825
2017-09-28 11:46:43-07:00,2,300.502
2017-09-28 11:46:43-07:00,3,298.977
2017-09-28 11:46:43-07:00,4,299.283
2017-09-28 11:46:43-07:00,5,299.903
2017-09-28 11:46:43-07:00,6,296.638
2017-09-28 11:46:43-07:00,8,296.937
2017-09-28 11:46:43-07:00,76,296.412
2017-09-28 11:46:43-07:00,77,296.629
2017-09-28 11:46:43-07:00,78,296.451
2017-09-28 11:46:43-07:00,79,296.625
2017-09-28 11:46:43-07:00,80,296.584
2017-09-28 11:46:43-07:00,81,296.4
2017-09-28 11:46:43-07:00,82,296.364
2017-09-28 11:46:43-07:00,83,296.383
2017-09-28 11:46:43-07:00,84,296.359
2017-09-28 11:46:43-07:00,85,294.212
2017-09-28 11:46:43-07:00,86,294.376
2017-09-28 11:46:43-07:00,87,294.342
2017-09-28 11:46:43-07:00,88,294.405
2017-09-28 11:46:43-07:00,91,294.553
2017-09-28 11:46:43-07:00,92,294.562
2017-09-28 11:46:43-07:00,93,297.148
2017-09-28 11:46:43-07:00,96,296.707
2017-09-28 11:46:43-07:00,97,296.939
2017-09-28 11:46:43-07:00,98,296.588
2017-09-28 11:46:43-07:00,99,297.124
2017-09-28 11:46:43-07:00,101,296.436
2017-09-28 11:46:43-07:00,102,296.757
2017-09-28 11:46:43-07:00,103,296.666
2017-09-28 11:46:43-07:00,104,296.62
2017-09-28 11:46:43-07:00,105,296.968
2017-09-28 11:46:43-07:00,106,296.724
2017-09-28 11:46:43-07:00,107,297.071
2017-09-28 11:46:43-07:00,108,296.741
2017-09-28 11:46:43-07:00,109,297.267
2017-09-28 11:46:43-07:00,110,297.298
2017-09-28 11:46:43-07:00,111,296.871
2017-09-28 11:46:43-07:00,112,296.82
2017-09-28 11:46:43-07:00,113,297.021
2017-09-28 11:46:43-07:00,114,296.929
2017-09-28 11:46:43-07:00,115,297.415
2017-09-28 11:46:43-07:00,116,296.663
2017-09-28 11:46:43-07:00,117,296.825
2017-09-28 11:46:43-07:00,118,296.584
2017-09-28 11:46:43-07:00,119,296.808
2017-09-28 11:46:43-07:00,120,296.895
2017-09-28 11:46:54-07:00,1,299.838
2017-09-28 11:46:54-07:00,2,300.503
2017-09-28 11:46:54-07:00,3,298.992
2017-09-28 11:46:54-07:00,4,299.293
2017-09-28 11:46:54-07:00,5,299.93
2017-09-28 11:46:54-07:00,6,296.648
2017-09-28 11:46:54-07:00,8,296.962
2017-09-28 11:46:54-07:00,76,296.443
2017-09-28 11:46:54-07:00,77,296.648
2017-09-28 11:46:54-07:00,78,296.474
2017-09-28 11:46:54-07:00,79,296.636
2017-09-28 11:46:54-07:00,80,296.602
2017-09-28 11:46:54-07:00,81,296.402
2017-09-28 11:46:54-07:00,82,296.369
2017-09-28 11:46:54-07:00,83,296.395
2017-09-28 11:46:54-07:00,84,296.359
2017-09-28 11:46:54-07:00,85,294.214
2017-09-28 11:46:54-07:00,86,294.403
2017-09-28 11:46:54-07:00,87,294.355
2017-09-28 11:46:54-07:00,88,294.413
2017-09-28 11:46:54-07:00,91,294.543
2017-09-28 11:46:54-07:00,92,294.54
2017-09-28 11:46:54-07:00,93,297.122
2017-09-28 11:46:54-07:00,96,296.697
2017-09-28 11:46:54-07:00,97,296.926
2017-09-28 11:46:54-07:00,98,296.588
2017-09-28 11:46:54-07:00,99,297.11
2017-09-28 11:46:54-07:00,101,296.429
2017-09-28 11:46:54-07:00,102,296.762
2017-09-28 11:46:54-07:00,103,296.661
2017-09-28 11:46:54-07:00,104,296.629
2017-09-28 11:46:54-07:00,105,296.994
2017-09-28 11:46:54-07:00,106,296.716
2017-09-28 11:46:54-07:00,107,297.052
2017-09-28 11:46:54-07:00,108,296.731
2017-09-28 11:46:54-07:00,109,297.277
2017-09-28 11:46:54-07:00,110,297.291
2017-09-28 11:46:54-07:00,111,296.873
2017-09-28 11:46:54-07:00,112,296.798
2017-09-28 11:46:54-07:00,113,297.001
2017-09-28 11:46:54-07:00,114,296.951
2017-09-28 11:46:54-07:00,115,297.418
2017-09-28 11:46:54-07:00,116,296.646
2017-09-28 11:46:54-07:00,117,296.806
2017-09-28 11:46:54-07:00,118,296.584
2017-09-28 11:46:54-07:00,119,296.815
2017-09-28 11:46:54-07:00,120,296.883
2017-09-28 11:47:04-07:00,1,299.823
2017-09-28 11:47:04-07:00,2,300.495
2017-09-28 11:47:04-07:00,3,298.984
2017-09-28 11:47:04-07:00,4,299.294
2017-09-28 11:47:04-07:00,5,299.898
2017-09-28 11:47:04-07:00,6,296.64
2017-09-28 11:47:04-07:00,8,296.925
2017-09-28 11:47:04-07:00,76,296.44
2017-09-28 11:47:04-07:00,77,296.621
2017-09-28 11:47:04-07:00,78,296.472
2017-09-28 11:47:04-07:00,79,296.638
2017-09-28 11:47:04-07:00,80,296.585
2017-09-28 11:47:04-07:00,81,296.4
2017-09-28 11:47:04-07:00,82,296.364
2017-09-28 11:47:04-07:00,83,296.402
2017-09-28 11:47:04-07:00,84,296.347
2017-09-28 11:47:04-07:00,85,294.198
2017-09-28 11:47:04-07:00,86,294.374
2017-09-28 11:47:04-07:00,87,294.328
2017-09-28 11:47:04-07:00,88,294.405
2017-09-28 11:47:04-07:00,91,294.533
2017-09-28 11:47:04-07:00,92,294.553
2017-09-28 11:47:04-07:00,93,297.131
2017-09-28 11:47:04-07:00,96,296.702
2017-09-28 11:47:04-07:00,97,296.91
2017-09-28 11:47:04-07:00,98,296.581
2017-09-28 11:47:04-07:00,99,297.117
2017-09-28 11:47:04-07:00,101,296.415
2017-09-28 11:47:04-07:00,102,296.753
2017-09-28 11:47:04-07:00,103,296.663
2017-09-28 11:47:04-07:00,104,296.6
2017-09-28 11:47:04-07:00,105,297.018
2017-09-28 11:47:04-07:00,106,296.726
2017-09-28 11:47:04-07:00,107,297.069
2017-09-28 11:47:04-07:00,108,296.728
2017-09-28 11:47:04-07:00,109,297.272
2017-09-28 11:47:04-07:00,110,297.305
2017-09-28 11:47:04-07:00,111,296.881
2017-09-28 11:47:04-07:00,112,296.806
2017-09-28 11:47:04-07:00,113,297.011
2017-09-28 11:47:04-07:00,114,296.939
2017-09-28 11:47:04-07:00,115,297.394
2017-09-28 11:47:04-07:00,116,296.651
2017-09-28 11:47:04-07:00,117,296.806
2017-09-28 11:47:04-07:00,118,296.584
2017-09-28 11:47:04-07:00,119,296.823
2017-09-28 11:47:04-07:00,120,296.885
2017-09-28 11:47:15-07:00,1,299.819
2017-09-28 11:47:15-07:00,2,300.505
2017-09-28 11:47:15-07:00,3,298.976
2017-09-28 11:47:15-07:00,4,299.286
2017-09-28 11:47:15-07:00,5,299.909
2017-09-28 11:47:15-07:00,6,296.641
2017-09-28 11:47:15-07:00,8,296.921
2017-09-28 11:47:15-07:00,76,296.43
2017-09-28 11:47:15-07:00,77,296.625
2017-09-28 11:47:15-07:00,78,296.442
2017-09-28 11:47:15-07:00,79,296.628
2017-09-28 11:47:15-07:00,80,296.572
2017-09-28 11:47:15-07:00,81,296.425
2017-09-28 11:47:15-07:00,82,296.36
2017-09-28 11:47:15-07:00,83,296.408
2017-09-28 11:47:15-07:00,84,296.36
2017-09-28 11:47:15-07:00,85,294.206
2017-09-28 11:47:15-07:00,86,294.396
2017-09-28 11:47:15-07:00,87,294.351
2017-09-28 11:47:15-07:00,88,294.401
2017-09-28 11:47:15-07:00,91,294.539
2017-09-28 11:47:15-07:00,92,294.549
2017-09-28 11:47:15-07:00,93,297.153
2017-09-28 11:47:15-07:00,96,296.705
2017-09-28 11:47:15-07:00,97,296.922
2017-09-28 11:47:15-07:00,98,296.587
2017-09-28 11:47:15-07:00,99,297.141
2017-09-28 11:47:15-07:00,101,296.435
2017-09-28 11:47:15-07:00,102,296.751
2017-09-28 11:47:15-07:00,103,296.683
2017-09-28 11:47:15-07:00,104,296.625
2017-09-28 11:47:15-07:00,105,296.973
2017-09-28 11:47:15-07:00,106,296.756
2017-09-28 11:47:15-07:00,107,297.053
2017-09-28 11:47:15-07:00,108,296.744
2017-09-28 11:47:15-07:00,109,297.252
2017-09-28 11:47:15-07:00,110,297.311
2017-09-28 11:47:15-07:00,111,296.906
2017-09-28 11:47:15-07:00,112,296.836
2017-09-28 11:47:15-07:00,113,297.019
2017-09-28 11:47:15-07:00,114,296.942
2017-09-28 11:47:15-07:00,115,297.409
2017-09-28 11:47:15-07:00,116,296.652
2017-09-28 11:47:15-07:00,117,296.794
